ingredient_id,ingredient_eng,ingredient_kor,function,description,skin_concerns
ingr_0864,Schisandra Sphenanthera Fruit Extract,오미자 추출물,,"A species of Schisandra berry that's used as a traditional Chinese Medicine for thousands of years. According to manufacturer info ,  it's used for stressed, sensitive and hyper reactive skin and has anti-irritant, anti-oxidative and anti-inflammatory properties. A research paper we found on Schisandra does confirm that the fruit has antioxidant properties, and is traditionally used to treat and prevent hyperproliferative and inflammatory skin diseases (like psoriasis).",
ingr_0865,Lavandula Angustifolia Flower/​Leaf/​Stem Oil,라벤더꽃/잎/줄기 오일,,Read more about lavender essential oil in cosmetics here >>,
ingr_0866,Caramel,카라멜,,The caramel in cosmetics is pretty much the same one that you know from the kitchen. It is derived by controlled heat treatment of food-grade carbohydrates (sugars) and works as a brown colorant .,
ingr_0867,Diheptyl Succinate,디헵틸 석시네이트,,"Diheptyl Succinate is a natural, ""silicone-alternative"" emollient that usually comes to the formula with Capryloyl Glycerin/Sebacic Acid Copolymer . The two together is trade-named LexFeel N and depending on their ratio, the duo can mimic both super light, Cyclomethicone -type skin feel as well as more viscous Dimethicone like skin feel. The duo also plays well with pure natural oils, and it can reduce their greasiness and tackiness and make them feel nicer on the skin. LexFeel N is also very eco-friendly, 100% natural (Ecocert approved) , sustainable and biodegradable.",
ingr_0868,Capryloyl Glycerin/​Sebacic Acid Copolymer,카프릴로일글리세린/세바식애씨드코폴리머,,The friend of Diheptyl Succinate as the duo is usually used together and is touted as a natural silicone alternative . Read more there >>,
ingr_0869,Ectoin,엑토인,,"Ectoin is a surprisingly well-researched, multi-functional active that can do from pollution & light protection to skin hydration, soothing , and barrier repair , several things to your skin. It is an extremolyte , a small stress-protection molecule that protects microorganisms living under extreme conditions such as salt lakes, hot springs, arctic ice, the deep sea, or deserts. It was discovered in 1985 in a microorganism living in a salt lake in the Egyptian desert. The key skill of Ectoin is protection that applies also to the skin. Its main mode of action is binding water molecules (aka kosmotropic) and creating hydro complexes. These complexes then surround important biomolecules (e.g. cells, proteins, enzymes) and form a stabilizing hydration shell around them. This protection mechanism means good things when it comes to our skin: Ectoin has antioxidant, anti-inflammatory, pollution& light protecting, skin hydrating, barrier repairing as well as anti-aging properties. A placebo-controlled 10-person study examined a four-week treatment with 0.5% Ectoin in the crow's feet area and found a significant anti-wrinkle effect (-19% mean wrinkle depth) in 100% of the participants. Another double-blind, placebo-controlled clinical study with 24 participants used a 2% Ectoin cream twice a day for 4 weeks and found an improvement in all of the measured parameters, such as wrinkle volume, skin scaling, roughness, and elasticity. Another remarkable property of Ectoin is protecting the epidermal immune cells called Langerhans cells from UV damage . 0.3% and 0.5% Ectoin cream was used twice a day for 14 days on the forearm and then irradiated with 1.5 MED UV (one and a half times the UV dose that causes detectable redness). While the untreated, UV-stressed area showed a 40% decrease in viable Langerhans cells, 0.5% Ectoin showed 100% protection (and 0.3% showed ~95% protection). The soothing efficacy is also backed up by multiple in-vivo studies. A 20-person study compared 1% Ectoin cream to 0.25% hydrocortisone treatment on surfactant irritated skin and found similar effectiveness in reducing skin redness.  Another study with 23 females with sensitive skin found that a 1% Ectoin cream helped to tolerate a 0.5% or 1% retinol treatment much better. A tiny, 5-person study examined the long-term (7 days) skin hydration effect of 1% Ectoin. During the study, hydration levels increased up to 200% compared to placebo, and even 7 days after stopping the treatment hydration status was largely preserved. Higher concentration (5-7%) Ectoin treatments are also used as OTC medical products for the treatment of eczema or atopic skin. The anti-pollution magic properties are also well-established and Ectoin is currently the only anti-pollution active ingredient approved for use in medical products (e.g. inhalation solutions) in Europe. Clinical studies showed a reduction of inflammations in human lungs of patients with COPD (a pulmonary disease) and pollution-induced asthma. But coming back to the skin, Ectoin protects both from PMs (Particulate Matters, including ultrafine) as well as PAHs ( Polycyclic Aromatic Hydrocarbons ) and heavy metals. If that weren't enough, Ectoin is also shown to protect the skin from blue and visible light, and pigmentation resulting from environmental stress (think UV, pollution, oxidative stress). All in all, we think Ectoin is one of those under-the-radar actives that deserves more hype than it is currently getting. As an amazing all-around skin protectant , it is a useful addition to any skincare routine.",
ingr_0870,Drometrizole Trisiloxane,드로메트리졸트리실록산,,"A L'Oréal-group exclusive sunscreen agent that was invented in 1999 and is commonly called Mexoryl XL. It is an oil-soluble, photostable chemical sunscreen with both UVB and UVA protection with peak absorbance at 303 nm (UVB) and at 344 nm (UVA).",
ingr_0871,Butane,부탄,,A colorless and odorless gas used as a propellant in cosmetic products that come in a spray form.,
ingr_0872,Candelilla/​Jojoba/​Rice Bran Polyglyceryl-3 Esters,칸데릴라/호호바/쌀겨 폴리글리세릴-3 에스터,,"A natural emulsifier that helps oil and water to nicely mix together. It is claimed to bring a silicone-feel to natural formulations and to give an ultra-soft texture and cushion touch . It is a natural wax derivative (from rice bran, candelilla, and jojoba waxes) that also has some moisturizing properties as it can retain 6 times its own weight in water, forming a water cushion on the skin.",
ingr_0873,Raspberry Seed Oil/​Tocopheryl Succinate Aminopropanediol Esters,라즈베리씨 오일/토코페릴 석시네이트 아미노프로판다이올 에스터,,This long-named thing comes from the enzymatic biocatalysis of Raspberry Seed Oil and a Vitamin E derivative and is claimed by its manufacturer to be able to repair injured skin and restore a healthy barrier function (so that the skin is healthy and hydrated again). The manufacturer did some in-vivo (made on real people) studies to show that 1% Vitaskin-E cream did indeed decrease Trans-Epidermal-Water-Loss and reduced cracks and scales on dry lips better than placebo.,
ingr_0874,Steareth-2,스테아레스-2,,"A waxy solid material that helps oil and water to mix together, aka emulsifier . It is derived from the fatty alcohol, stearyl alcohol by ethoxylating it and thus making the molecule a little water-soluble. This version has only a small amount of ethoxylation and thus the molecule is still largely oil soluble. It is often mixed with more water-soluble emulsifiers (such as Steareth-20 ) to create stable emulsion systems.",
ingr_0875,Soluble Collagen,수용성 콜라겐,,"Soluble Collagen refers to the big, natural collagen molecules mostly extracted from fish or bovine skin . Spotting collagen on the ingredient list, you might think that, aha , this must be there to supplement the collagen content of our own skin, but you have to know that collagen is a huge-huge molecule that cannot absorb to the middle layer of the skin where collagen is and even if it could, it cannot just magically go the right places to become part of the skin's own collagen network. Putting collagen on your skin for anti-aging purposes is like throwing tent poles onto a ramshackle tent and expecting the tent to magically become nice and firm again. The strong point of collagen is being a large molecule with tremendous water binding capacity , i.e. an amazing humectant and moisturizer . It produces a water-rich film on the skin giving the stratum corneum (the uppermost layer of the skin) great hydration, making it nice and smooth and reducing trans-epidermal-water loss (the process of water evaporating out of your skin). It is also so gentle and non-irritant that it can actually be used in cleansers to reduce the irritating potential of harsh surfactants , aka cleansing agents. If you are fine with animal-derived ingredients and know that collagen in a jar has nothing to do with wrinkles but everything to do with skin hydration , Soluble Collagen is a nice ingredient.",
ingr_0876,C10-30 Cholesterol/​Lanosterol Esters,C10-30 콜레스테롤/라노스테롤 에스터,,"A clear, pale yellow oil-like liquid that's claimed to be similar to the lipids that are naturally in the outermost layer of the skin.  It's not only similar to them but it is also biomimetic, meaning that it can mimic the functionality of our skin lipids . The skin lipids play a super important role in maintaining a healthy skin barrier and keeping the skin nice and moisturized and not dry or cracked.  So C10-30 Cholesterol/Lanosterol Esters, aka Super Sterol Liquid can do something similar: it is an extremely efficient emollient that can repair even dry hands or cracked lips and it is great at maintaining a healthy skin barrier. A goodie for super dry skin.",
ingr_0877,Hexylresorcinol,헥실레조르시놀,,"A molecule that is naturally present in the bran of rye and other cereals. It has been used for a long time in the food industry as an ""anti-browning agent"" for fresh-cut fruits or shrimps. It turns out that Hexylresorcinol works as an ""anti-browning agent"" also in cosmetic products. It is a pretty well-researched molecule with significant tyrosinase (the famous enzyme needed to produce melanin) inhibiting abilities . The clinical study of the manufacturer showed that 0.5% Hexylresorcinol has a comparable skin-lightening effect to gold-standard, 2% Hydroquinone. Even better, a 12-weeks, double-blind, placebo-controlled study with 65 volunteers confirmed the effectiveness of our skin-lightening molecule and it measured an average of 88% skin-lightening improvement . The study also included before and after photos (always a good sign!) and the skin-lightening was indeed visible and significant (though the pigmentation spots did not completely disappear, just so you have realistic expectations).",
ingr_0878,Glyceryl Laurate,글리세릴라우레이트,,"A glycerin and lauric acid derived multi-functional ingredient that works as a co-emulsifier (helps water and oil to mix together next to other emulsifiers), emollient (makes skin nice and smooth) and anti-microbial agent (preservative booster). It also has some thickening and refatting properties in cleansing formulas.",
ingr_0879,Tetrapeptide-17,테트라펩타이드-17,,"A peptide sequence based on skin's own structure that's claimed to minimize the appearance of wrinkles , boost collagen production and reduce skin roughness.",
ingr_0880,Oligopeptide-68,올리고펩타이드-68,,"A skin-brightening peptide that is claimed to have a unique mechanism of action on lightening both constitutive (our default skin color) and facultative (such as tanning) pigmentation. It works by inhibiting the MITF gene that plays an important role in controlling melanin producing skin cells called melanocytes. In the in-vivo (made on real people) test of the manufacturer, 23 Asian volunteers used a 5% ß-White formula for 56 days twice a day and 87% reported a more uniform skin tone and 91% felt that their skin was brighter than before. As for research, we found one study from 2016 that combined Oligopeptide-68 with sunscreen and another skin-lightening active called Diacetyl Boldine (DAB). The conclusion was that ""combination of DAB serum at night and DAB/TGF-β1 biomimetic oligopeptide-68/sunscreen cream in the morning and at noon was effective and safe for facial melasma . They were superior to HQ in pigment reduction.""  HQ refers to the famous Hydroquinone that's the gold-standard skin-lightening ingredient, so having comparable or superior results is a very promising outcome. Overall , if you are into skin-lightening or fading pigmentation spots, Oligopeptide-68 might be something to try.",
ingr_0881,Algin,알진,,"A large sugar molecule (aka polysaccharide) that's used as a gelling agent and comes from brown seaweed. Combined with calcium salts, it forms a rigid gel used in ""rubber masks"".",
ingr_0882,Caprooyl Tetrapeptide-3,카프로오일테트라펩타이드-3,,"A four amino acid, biomimetic (i.e. a molecule in nature is copied synthetically in a lab) peptide that copies a growth factor that boosts the production of key components of the dermal-epidermal junction (the place where the top two layers of the skin meet). These key components are important skin-structure giving proteins such as collagen VII, laminin-5, and fibronectin. What this means in practice, and according to the in-vivo (made on people) tests of the manufacturer , is that Caprooyl Tetrapeptide-3 might be able to reduce the appearance of fine lines and wrinkles . The clinical study had 27 volunteers who used a 2.5%  ChroNOline (the diluted and trade named version of our peptide molecule) cream twice a day and the researchers measured a 16% percent reduction in fine lines and wrinkles after 28 days. In mature volunteers (aged 50-65 ), the improvement continued to a reduction of 27% after 56 days.",
ingr_0883,Zinc Gluconate,징크글루코네이트,,"If you are fighting acne and have looked into oral supplements, chances are that zinc gluconate sounds familiar to you. It is a zinc salt that has research proving it to be effective against inflammatory acne , though not quite as effective as the antibiotic minocycline (31.2% vs. 63.4% success rate). However, zinc supplements are easily available, have little-to-no side effects, so supplementing them with a 30mg per day dose can still be a good idea. As for smearing zinc gluconate all over your face, it is also not a bad idea. Zinc has multiple magic abilities: it is antibacterial (including evil, acne-causing P. acnes) and sebum-regulating (5α-reductase inhibitor), great for acne-prone skin types. It also stimulates antioxidant enzyme systems (mainly superoxide dismutase ) and has nice wound healing abilities acting mainly in the first, proliferation phase. So great for skin types in need of healing and soothing. What about the gluconate part? It is there to promote the absorption and bioavailability of zinc and also plays a role in cellular regeneration (involved in the synthesis of ribose sugars, structural components of DNA and RNA).",
ingr_0884,Dimethylacrylamide/​Acrylic Acid/​Polystyrene Ethyl Methacrylate Copolymer,디메틸아크릴아마이드/아크릴산/폴리스티렌에틸메타크릴레이트코폴리머,,"This long-named thing is a big molecule that works as a film-forming and viscosity controlling agent . It often comes together with Polysilicone-11 ,  a silicone elastomer to create ""water-coated silicone technology"" that makes the incorporation of oil-loving silicone elastomers easy into water-based formulas.",
ingr_0885,Melaleuca Leucadendron Cajuputi Leaf Oil,카유풋잎 오일,,"The essential oil coming from a tree that belongs to the same family as more skincare-famous Melaleuca Alternifolia, aka Tea Tree . The main component of the Cajeput Oil is 1,8-Cineole (about 65%), that has antiviral, antimicrobial as well as penetration enhancer abilities. On the con side, topical use of 1,8-Cineole has local irritant properties and can induce edema so the pros might not worth the cons especially if your skin is sensitive.",
ingr_0886,Leptospermum Scoparium Branch/​Leaf Oil,레PTOSP에르뭄 SCO파리움 가지/잎 오일,,"The essential oil coming from the Manuka tree native to New Zealand. It is distantly related to the Australian Tea Tree Oil , although their chemical composition is very different. The main antibacterial active in tea tree oil is terpinen-4- ol (40%), while manuka's main actives are so-called cyclic triketones, such as Leptospermone, Iso-leptospermone, and Flavesone (20-30%). Both oils are antibacterial and antifungal but in different ways. While tea tree oil is a pretty well established anti-acne ingredient, manuka has more of a ""might be useful"" status for problem skin. Its strong suit is treating fungal infections such as athlete's foot, nail bed infections or foot odor. Other than that, manuka can help to relax muscles (useful for treating muscle and joint pain) and also has some antioxidant activity.",
ingr_0887,Sorbitan Caprylate,솔비탄카프릴레이트,,"A handy multi-functional helper ingredient that helps water and oil to mix (aka emulsifier ), helps to thicken up a formula and boosts the effectiveness of traditional preservatives .",
ingr_0888,No Title,무제 (성분명 아님),,"The trade name for a peptide complex that is claimed to ""boost the dermal-epidermal junction"" (DEJ) and thus result in firmer and younger looking skin.",
ingr_0889,No Title,제목 없음 (해당 성분 정보가 없어 번역 불가),,"The trade name for a peptide complex that is claimed to ""boost the dermal-epidermal junction"" (DEJ) and thus result in firmer and younger looking skin.",
ingr_0890,No Title,제목 없음,,"The trade name for a peptide complex that is claimed to ""boost the dermal-epidermal junction"" (DEJ) and thus result in firmer and younger looking skin.",
ingr_0891,No Title,제목 없음,,"The trade name for a peptide complex that is claimed to ""boost the dermal-epidermal junction"" (DEJ) and thus result in firmer and younger looking skin.",
ingr_0892,No Title,제목 없음,,"The trade name for a peptide complex that is claimed to ""boost the dermal-epidermal junction"" (DEJ) and thus result in firmer and younger looking skin.",
ingr_0893,No Title,해당 없음,,"The trade name for a peptide complex that is claimed to ""boost the dermal-epidermal junction"" (DEJ) and thus result in firmer and younger looking skin.",
ingr_0894,No Title,해당 없음,,"The trade name for a peptide complex that is claimed to ""boost the dermal-epidermal junction"" (DEJ) and thus result in firmer and younger looking skin.",
ingr_0895,No Title,해당 없음,,"The trade name for a peptide complex that is claimed to ""boost the dermal-epidermal junction"" (DEJ) and thus result in firmer and younger looking skin.",
ingr_0896,Hesperidin,헤스페리딘,,"Hesperidin is an active compound coming from the peel and membranes of citrus fruits. It is a flavonoid with small but promising studies showing antiinflammatory, antioxidant, skin-brightening and skin barrier repairing activities.",
ingr_0897,Methyl Glucose Sesquistearate,메틸글루코오스세스퀴스테아레이트,,"A mild, corn-sugar derived, oil-loving emulsifier that helps oil and water to mix nicely together . It is safe for sensitive skin or eye-care formulations and gives a light, satiny after-feel. It is often used together with its water-loving buddy Peg-20 Methyl Glucose Sesquistearate .",
ingr_0898,Hexyl Laurate,헥실라우레이트,,A fast spreading emollient ester (hexyl alcohol + lauric acid) that's used in water in oil emulsions or in water-free formulas. It gives a light skin feel.,
ingr_0899,Snail Egg Extract,달팽이 알 추출물,,"The extract coming from the eggs of the garden snail, or Cornu aspersum. When it comes to snails and cosmetics, the snail slime is a pretty common ingredient that does have nice repair and hydration properties.  As for the eggs extract, a study from 2015 examined it in vitro (in the lab, not on real people!) and found promising skin regenerative properties . More specifically, snail eggs extract seem to promote the production of extracellular matrix components (fibronectin, collagen 1 and MMPs) and it also seems to improve the cell survival after UVB irradiation. The results from the study are promising but do not forget that it's in-vitro so it may or may not apply when we slather snail eggs extract on our face.",
ingr_0900,Polygonum Aviculare Extract,닭의장풀 추출물,,"A flavonoid-rich plant extract coming from knotgrass that is claimed to protect the skin from both UV and Infrared damage .  By now it's pretty well-known that UV-light is the number one external skin-aging factor, however, *sigh* it looks like UV is not the only kind of light that causes bad things to happen to the skin. Infrared light (760 nm to 1 mm) is the spectral band above visible light and there is some research concluding that it can accelerate skin aging via multiple mechanisms, one of them being the stimulation of the production of evil collagen-destroying enzymes called matrix metalloproteinases (MMP). Therefore, protecting the skin from infrared light is probably a meaningful thing to do even though there are currently no proven ways to do so. As for Knotgrass Extract, we only have the manufacturer's claim that says it can inhibit Cathepsin G, an enzyme involved in photoaging and thus modulating the origin of sun and infrared induced MMP production. The manufacturer also did in-vivo tests to show that a 2% Elix-IR lotion, used twice a day for 28 days can increase skin firmness (by 11.9%) and elasticity (by 4.8%) and visibly reduce the appearance of wrinkles (by 20%) and smoothes the surface of the skin.",
ingr_0901,Cocamide MEA,코카마이드 MEA,,"A cleansing agent whose main thing is adding viscosity and foam to cleansing formulas . Chemically speaking, it is the little sister of Cocamide DEA and has similar properties to that guy. However, being a mono ethanolamine instead of di ethanolamine has the advantage that the nitrosamine-concern does not apply for Cocamide MEA.",
ingr_0902,Cetearyl Nonanoate,세테아릴노나노에이트,,"A waxy solid material (the ester of nonanoic acid and cetearyl alcohol) that makes your skin nice and smooth, aka an emollient . It is also claimed to give extra hydration to the skin and give formulas velvety and silky feeling. It is solid at room temperature but melts on contact with the skin.",
ingr_0903,Xanthophyll,잔토필,,"A fat-soluble carotenoid pigment that can be found in dark green vegetables such as spinach, cabbage or broccoli, as well as in colorful vegetables and fruits such as corn, oranges, or peaches. It has significant antioxidant properties when taken orally or applied topically. According to the manufacturer's claims , Lutein is much more than just a simple antioxidant. It also increases skin hydration and elasticity and absorbs potentially harmful blue light (the one at 400-500 nm also called high energy visible light, aka HEV light). Whether HEV light is bad for the skin or not remains to be seen , but Lutein, being an awesome antioxidant, is a nice addition to any cosmetic product even if HEV-protection turns out to be a fad.",
ingr_0904,Trifluoroacetyl Tripeptide-2,트리플루오로아세틸 트라이펩타이드-2,,"A 3 amino-acid peptide that works by inhibiting the production of progerin, a cell-aging accelerator protein.  The manufacturer claims that Trifluoroacetyl Tripeptide-2 can bring back cell activity to a 20-year-old young cell level and the ingredient can nicely increase skin elasticity, firmness and reduce skin-sagging . In their in-vivo (made on real people) tests, they found that 2%  Progeline cream can lift the sagging jaw-line by up to 10% in 56 days and improve skin elasticity and firmness by about 20% in 28 days.",
ingr_0905,Ci 75470,CI 75470,,"Carmine is a natural pigment that gives a bright, strawberry red shade . It counts as a special snowflake as it is the only organic pink/red colorant permitted for use around the eye area in the US. Outside of the US though, it is not that often used, as unlike most other colorants (that tend to be synthetic or if natural, plant-derived), Carmine is animal-derived and comes from an insect called Coccus cacti . This makes it both very expensive and excludes it from animal-friendly, vegan cosmetic products.",
ingr_0906,Acrylates/​C12-22 Alkyl Methacrylate Copolymer,아크릴레이트/C12-22알킬메타크릴레이트코폴리머,,Acrylates/C12-22 Alkyl Methacrylate Copolymer is a big molecule created from repeating subunits (aka polymer) used as a film-former . It is great at improving the water and wear resistance of sunscreens and makeup products.,
ingr_0907,Collagen,콜라겐,,"The big and important protein molecule that usually comes from animal skin such as fish or bovine. The gist of the ""collagen in topical skincare"" subject is to know that collagen in a jar has nothing to do with wrinkles but everything to do with skin hydration . We have a shiny explanation about this at soluble collagen, so click here to read more >>",
ingr_0908,Onsen-Sui,온천수,,Hot spring water from Japan. It's claimed to have some anti-inflammatory and vasodilative effect .,
ingr_0909,Methyl Gluceth-10,메틸글루세스-10,,"A pale yellow, corn-derived liquid that works as a humectant ingredient helping the skin to cling onto water. It has a smooth, silky feel and can reduce the tackiness of other humectants.",
ingr_0910,Stearyl Heptanoate,스테아릴헵타노에이트,,A solid emollient that melts at skin temperature and gives a silky but non-oily skin-feel.,
ingr_0911,Phenoxyethyl Caprylate,페녹시에틸카프릴레이트,,"An almost water light emollient liquid that works especially great in sunscreen formulas . It gives a pleasant non-oily and non-tacky skin-feel, helps to solubilize chemical UV filters, and has a slight SPF boosting effect.",
ingr_0912,Lactobacillus Ferment Lysate Filtrate,락토바실러스발효용해여과물,,"Lactobacillus Ferment Lysate Filtrate is a probiotic ingredient with soothing and maybe some anti-aging properties. It is produced by promoting Lactobacillus bulgaricus cells to secrete stress response elements. The secretion is then isolated and extracted from the live bacteria cell and voila, Lactobacillus Ferment Lysate Filtrate. As for what it does in a cosmetic product, the manufacturer did several in-vitro (made in tubes) and one in-vivo (made on people) study. The in-vitro studies found plenty of good things:  Lactobacillus Ferment Lysate Filtrate promoted oxygen uptake, collagen production, and ATP (the energy molecule in our body) synthesis in test tubes , however, these things might or might not happen when we smear it onto our faces. The only in-vivo, aka made on people study shows that our probiotic guy has some nice soothing and anti-irritant props . Though it was done only with 5 people,  5% of Lactobacillus Ferment Lysate Filtrate showed a 47% reduction in redness.",
ingr_0913,Oleth-3 Phosphate,올레스-3포스페이트,,"A partly water, partly oil soluble molecule created by the attachment of (ethoxylated) oleyl alcohol (oil-soluble part) and phosphoric acid (water-soluble part). It works as an emulsifier helping water and oil to mix and as a dispersing agent helping insoluble solid particles (such as mineral UV filters or pigments) to be evenly dispersed in cosmetic formulas.",
ingr_0914,Poloxamer 407,폴록사머 407,,"A synthetic big copolymer molecule that is used mainly as a solubilizer (make small amounts of oil-loving things soluble in water-based formulas) and gelling agent . In general, poloxamers are interesting big molecules composed of three blocks: the middle block is an oil-loving part (from propylene oxide units, if you're into chemistry), while the left and right blocks are two water-loving parts (from ethylene oxide units). This means that poloxamers are partly water and partly oil soluble and thus they are surface active agents acting as emulsifiers and/or cleansers . The size of both the oil and water-soluble part can vary, and the numbers in the name of the molecule refer to both the overall size of the whole molecule and to the ratio of the water-soluble part. This particular guy, Poloxamer 407, is a big one with significant water-soluble part (70%) hence it works as a solubilizer to make small amounts of oil-loving ingredients (such as essential oils) soluble in water-based formulas. It is also the best gelling and body giving agent out of the poloxamers commonly used in cosmetic products.",
ingr_0915,Silica Silylate,실리카실릴레이트,,A handy white powder that likes to absorb oily things. It has great oil and sebum absorption (aka mattifying) abilities and can also act as a thickening agent in the oil phase of a formula.,
ingr_0916,Ci 77163,CI 77163,,"Bismuth Oxychloride has been around since the 1950s and it was one of the first synthetic materials to give a pearl-like effect in cosmetic products. It is a white powder with a fabulous sheen and a nice skin feel and it is still very popular in decorative cosmetics. It has one major drawback: it is sensitive to light. Upon prolonged UV exposure, it can lose its sheen and become gray.",
ingr_0917,Acetyl Tetrapeptide-2,아세틸테트라펩타이드-2,,A four amino acid peptide that is claimed to mimic the youth hormone called thymopoietin. It works by compensating the loss of thymic factors that come with age and is thought to stimulate the skin immune defenses and to help the skin regenerate .,
ingr_0918,Polyglutamic Acid,폴리글루타믹애씨드,,"A natural high-molecular weight amino acid polymer (big molecule from repeated subunits) that is claimed to have awesome, better than IT-moisturizer HA , skin hydrating properties . It is a film-forming polymer that improves both the moisture binding and retention properties of the skin.",
ingr_0919,Cocamide DEA,코카마이드 DEA,,"A cleansing agent whose main thing is being a very good team player next to other (anionic) cleaning agents and working as an excellent foam booster and viscosity builder . The downside of Cocamide DEA is that it may contain residual content of Diethanolamine, a secondary amine known to be a potential source of harmful nitrosamines. But do not panic, Cocamide DEA is considered safe as used in cosmetics, still, the cosmetic industry is actively looking at alternatives and it is used less and less often.",
ingr_0920,Benzoyl Peroxide,벤조일퍼옥사이드,,"The gold standard topical ingredient in treating acne . There is no miracle cure for acne (we do really wish for one, *sigh*), but Benzoyl Peroxide (BP) is probably the closest thing we have. But, as usual, big effects come with big side effects, so we think BP is best used as a last resort (at least, in the topical treatment field). The good thing about BP is that it is amazingly effective against inflammatory-type acne . Not so much against blackheads or whiteheads, but against acne that is caused by the evil bacteria called Propionibacterium acnes (and that is most types of acne).  Apart from being antibacterial , it is also anti-inflammatory , keratolytic and wound-healing , all of which are properties that make it so darn effective against spots. Another big pro of BP is that there is no bacterial resistance to it, meaning if it works once it will continue to work. Antibiotics are also a common way to treat acne, but antibiotic-resistant P. acnes are increasing worldwide. BP will probably help you even if antibiotics have stopped working, and the two are also often combined for a more complex acne therapy. Btw, BP plays nice not only with antibiotics but also with retinoids . The side-effects part? BP works its antibacterial magic by being a powerful oxidizing agent, meaning it is a pro-oxidant. As in the opposite of an antioxidant . BP literally generates evil ROS (reactive oxygen species) in the skin that kills P. acnes but also harms the surrounding skin cells. Ongoing BP-use ages your skin, which is why, we say, use it as a last resort. If you do use BP, please also use a good sunscreen and a good antioxidant serum to apologise to your skin (btw, these things are useful in any case). Use the BP treatment at night and the antioxidant serum in the morning so that they do not cancel each other out. Another side effect of BP is that it can be very skin drying . BP is an example where more is not better . In fact, it is equally effective at concentrations of 2.5, 5.0 and 10%, but the higher the concentration the more irritating and drying side effects occur. So using BP at 2.5% percent is the ideal amount . Another side effect which is good to know is that BP can bleach bedsheets and clothes. Be careful with your expensive satin bedsheets. Overall , Benzoyl Peroxide is a uniquely effective topical acne treatment, but it comes at a price. Use it as a last resort and for good measure (and with plenty of moisturizers, sunscreen, and antioxidant serum).",
ingr_0921,Isocetyl Stearate,아이소세틸스테아레이트,,"A clear pale yellow oily liquid (an ester) that makes your skin feel nice and smooth, aka emollient . It has a rich, but non-greasy skin-feel , and can provide a mild feel to the products.",
ingr_0922,PEG/​PPG-17/​6 Copolymer,피이지/피피지-17/6 코폴리머,,A water-loving emollient and humectant that gives a nice skin feel and slip to the product. It works well with facial toners.,
ingr_0923,Disodium Uridine Phosphate,다이소듐유리딘포스페이트,,"Disodium Uridine Phosphate is a nucleotide (the building blocks of DNA and RNA) precursor that's claimed to support DNA repair in the cell , in particular, the process of nucleotide excision repair. If you are wondering what the heck this means, let's back up: DNA is the super important big molecule in all our cells that serves as the recipe or template from which everything inside us is built . It is super important to have a flawless DNA as a messed up template will result in messed up biochemical molecules and all kinds of diseases. Changes to DNA can happen just spontaneously (luckily super rare) or due to some external thing, such as UV light . Because a flawless DNA is so important, the body has repair mechanisms that can fix most of these changes. Due to UV light,  sometimes faulty lesions (called pyrimidine dimer ) appear on the DNA strand and that can be fixed by nucleotide excision repair , where DNA repair enzymes cut out the faulty part, create the new, correct fragment and put it back in. So our guy, Disodium Uridine Phosphate might be able to help with this super useful repair process, though the manufacturer data we have seen examined only the whole ""Celligent"" complex that also has other antioxidants in it . The whole complex was found in-vivo (with 20 volunteers) to reduces erythema (redness) and promote the regeneration of skin damaged by UV irradiation but it's hard to know what specifically Disodium Uridine Phosphate contributed.",
ingr_0924,Melaleuca Alternifolia Leaf Extract,티트리잎추출물,,"When it comes to Tea Tree, the essential oil is the one that steals the show with its well-documented antimicrobial and anti-acne effects. The extract is not very well defined, and it probably contains the active components of the oil in much-reduced concentrations. Manufacturers still mention soothing, antimicrobial, purifying and antiseptic properties for the tea tree extract.",
ingr_0925,Acetyl Dipeptide-1 Cetyl Ester,아세틸다이펩타이드-1세틸에스터,,"A soothing dipeptide (tyrosine + arginine) based molecule that functions as a "" messenger of tranquility and muscle relaxation "". It works via stimulating the skin nerve cells to release met-enkephalin , which is an opioid (i.e. relaxing, pain-relieving) messenger molecule. This means that Acetyl Dipeptide-1 Cetyl Ester can ""signal"" our skin cells to ""relax"" and it can instantly decrease skin irritations coming from heat, chemical stinging or mechanical stresses. It is also claimed to be able to prevent the onset of wrinkles and expression lines thanks to its muscle relaxation properties. Regarding the research, we could find one study that compared the calming effects of our guy with the soothing molecule called 4-T-Butylcyclohexanol . They irritated the skin with Capsaicin (the active in chili peppers) and examined how the test products relieved the burning/stinging sensation. They found that both molecules worked, but 4-t-Butylcyclohexanol worked somewhat better.",
ingr_0926,Isopropyl Lauroyl Sarcosinate,아이소프로필라우로일사코시네이트,,"A colorless to light yellow oily fluid that works as an emollient (makes your skin nice and smooth) and a solvent for poorly soluble materials, such as sunscreen agents. It also has a light touch, low odor, and good spreadability. It is derived from the amino acid sarcosine and is biodegradable.",
